product_id,section_width,aspect_ratio,rim_diameter,size_display,is_light_truck,updated_at
12719,235,75,15,235/75 R15,false,2026-07-14T06:10:45
12720,235,70,16,235/70 R16,false,2026-07-14T06:10:45
12721,265,70,16,265/70 R16,false,2026-07-14T06:10:45
12722,265,75,16,265/75 R16,false,2026-07-14T06:10:45
12723,235,65,18,235/65 R18,false,2026-07-14T06:10:45
12724,265,65,17,265/65 R17,false,2026-07-14T06:10:45
12725,265,70,17,265/70 R17,false,2026-07-14T06:10:45
12726,235,60,18,235/60 R18,false,2026-07-14T06:10:45
12727,265,60,18,265/60 R18,false,2026-07-14T06:10:45
12728,265,65,18,265/65 R18,false,2026-07-14T06:10:45
12729,265,50,20,265/50 R20,false,2026-07-14T06:10:45
12730,295,70,17,295/70 R17,false,2026-07-14T06:10:45
12731,285,65,18,285/65 R18,false,2026-07-14T06:10:45
12732,315,75,16,315/75 R16,false,2026-07-14T06:10:45
12733,295,70,17,295/70 R17,false,2026-07-14T06:10:45
12734,175,65,14,175/65 R14,false,2026-07-14T06:10:45
12735,245,50,18,245/50 R18,false,2026-07-14T06:10:45
12736,265,60,18,265/60 R18,false,2026-07-14T06:10:45
1282,305,55,20,305/55 R20,false,2026-07-14T06:10:45
1285,315,35,20,315/35 R20,false,2026-07-14T06:10:45
1300,275,45,21,275/45 R21,false,2026-07-14T06:10:45
13028,205,55,16,205/55 R16,false,2026-07-14T06:10:45
13166,285,50,20,285/50 R20,false,2026-07-14T06:10:45
13167,195,50,16,195/50 R16,false,2026-07-14T06:10:45
13168,165,65,13,165/65 R13,false,2026-07-14T06:10:45
13169,155,70,13,155/70 R13,false,2026-07-14T06:10:45
13170,175,70,13,175/70 R13,false,2026-07-14T06:10:45
13171,185,70,13,185/70 R13,false,2026-07-14T06:10:45
13172,165,80,13,165/80 R13,false,2026-07-14T06:10:45
13173,165,60,14,165/60 R14,false,2026-07-14T06:10:45
13174,165,65,14,165/65 R14,false,2026-07-14T06:10:45
13175,185,65,14,185/65 R14,false,2026-07-14T06:10:45
13176,175,70,14,175/70 R14,false,2026-07-14T06:10:45
13177,195,70,14,195/70 R14,false,2026-07-14T06:10:45
13178,175,50,15,175/50 R15,false,2026-07-14T06:10:45
